Question,Question_Subscale_or_Scale_Value,Avg_Aggregate_Description_Text_Response,Avg_Self_Comparison_Text_Response,Avg_Supervisor_Comparison_Text_Response,Avg_Subordinate_Comparison_Text_Response,Avg_Peer_Comparison_Text_Response,Coaching_Response
MOT6,2SD_Positive,Relative to the general population +2 SD MOT6.,Relative to the self-rating +2 SD MOT6.,Relative to the supervisor-rating +2 SD MOT6.,Relative to the subordinate ratings +2 SD MOT6.,Relative to the peer ratings +2 SD MOT6.,Coaching   +2 SD MOT6.
MOT6,3SD_Positive,Relative to the general population +3 SD MOT6.,Relative to the self-rating +3 SD MOT6.,Relative to the supervisor-rating +3 SD MOT6.,Relative to the subordinate ratings +3 SD MOT6.,Relative to the peer ratings +3 SD MOT6.,Coaching   +3 SD MOT6.
MOT7,3SD_Negative,Relative to the general population -3 SD MOT7.,Relative to the self-rating -3 SD MOT7.,Relative to the supervisor-rating -3 SD MOT7.,Relative to the subordinate ratings -3 SD MOT7.,Relative to the peer ratings -3 SD MOT7.,Coaching   -3 SD MOT7.
MOT7,2SD_Negative,Relative to the general population -2 SD MOT7.,Relative to the self-rating -2 SD MOT7.,Relative to the supervisor-rating -2 SD MOT7.,Relative to the subordinate ratings -2 SD MOT7.,Relative to the peer ratings -2 SD MOT7.,Coaching   -2 SD MOT7.
MOT7,1SD_Negative,Relative to the general population -1 SD MOT7.,Relative to the self-rating -1 SD MOT7.,Relative to the supervisor-rating -1 SD MOT7.,Relative to the subordinate ratings -1 SD MOT7.,Relative to the peer ratings -1 SD MOT7.,Coaching   -1 SD MOT7.
MOT7,Average,Relative to the general population Average MOT7.,Relative to the self-rating Average MOT7.,Relative to the supervisor-rating Average MOT7.,Relative to the subordinate ratings Average MOT7.,Relative to the peer ratings Average MOT7.,Coaching  Average MOT7.
MOT7,1SD_Positive,Relative to the general population +1 SD MOT7.,Relative to the self-rating +1 SD MOT7.,Relative to the supervisor-rating +1 SD MOT7.,Relative to the subordinate ratings +1 SD MOT7.,Relative to the peer ratings +1 SD MOT7.,Coaching   +1 SD MOT7.
MOT7,2SD_Positive,Relative to the general population +2 SD MOT7.,Relative to the self-rating +2 SD MOT7.,Relative to the supervisor-rating +2 SD MOT7.,Relative to the subordinate ratings +2 SD MOT7.,Relative to the peer ratings +2 SD MOT7.,Coaching   +2 SD MOT7.
MOT7,3SD_Positive,Relative to the general population +3 SD MOT7.,Relative to the self-rating +3 SD MOT7.,Relative to the supervisor-rating +3 SD MOT7.,Relative to the subordinate ratings +3 SD MOT7.,Relative to the peer ratings +3 SD MOT7.,Coaching   +3 SD MOT7.
NEG1,3SD_Negative,Relative to the general population -3 SD NEG1.,Relative to the self-rating -3 SD NEG1.,Relative to the supervisor-rating -3 SD NEG1.,Relative to the subordinate ratings -3 SD NEG1.,Relative to the peer ratings -3 SD NEG1.,Coaching   -3 SD NEG1.
NEG1,2SD_Negative,Relative to the general population -2 SD NEG1.,Relative to the self-rating -2 SD NEG1.,Relative to the supervisor-rating -2 SD NEG1.,Relative to the subordinate ratings -2 SD NEG1.,Relative to the peer ratings -2 SD NEG1.,Coaching   -2 SD NEG1.
NEG1,1SD_Negative,Relative to the general population -1 SD NEG1.,Relative to the self-rating -1 SD NEG1.,Relative to the supervisor-rating -1 SD NEG1.,Relative to the subordinate ratings -1 SD NEG1.,Relative to the peer ratings -1 SD NEG1.,Coaching   -1 SD NEG1.
NEG1,Average,Relative to the general population Average NEG1.,Relative to the self-rating Average NEG1.,Relative to the supervisor-rating Average NEG1.,Relative to the subordinate ratings Average NEG1.,Relative to the peer ratings Average NEG1.,Coaching  Average NEG1.
NEG1,1SD_Positive,Relative to the general population +1 SD NEG1.,Relative to the self-rating +1 SD NEG1.,Relative to the supervisor-rating +1 SD NEG1.,Relative to the subordinate ratings +1 SD NEG1.,Relative to the peer ratings +1 SD NEG1.,Coaching   +1 SD NEG1.
NEG1,2SD_Positive,Relative to the general population +2 SD NEG1.,Relative to the self-rating +2 SD NEG1.,Relative to the supervisor-rating +2 SD NEG1.,Relative to the subordinate ratings +2 SD NEG1.,Relative to the peer ratings +2 SD NEG1.,Coaching   +2 SD NEG1.
NEG1,3SD_Positive,Relative to the general population +3 SD NEG1.,Relative to the self-rating +3 SD NEG1.,Relative to the supervisor-rating +3 SD NEG1.,Relative to the subordinate ratings +3 SD NEG1.,Relative to the peer ratings +3 SD NEG1.,Coaching   +3 SD NEG1.
NEG2,3SD_Negative,Relative to the general population -3 SD NEG2.,Relative to the self-rating -3 SD NEG2.,Relative to the supervisor-rating -3 SD NEG2.,Relative to the subordinate ratings -3 SD NEG2.,Relative to the peer ratings -3 SD NEG2.,Coaching   -3 SD NEG2.
NEG2,2SD_Negative,Relative to the general population -2 SD NEG2.,Relative to the self-rating -2 SD NEG2.,Relative to the supervisor-rating -2 SD NEG2.,Relative to the subordinate ratings -2 SD NEG2.,Relative to the peer ratings -2 SD NEG2.,Coaching   -2 SD NEG2.
NEG2,1SD_Negative,Relative to the general population -1 SD NEG2.,Relative to the self-rating -1 SD NEG2.,Relative to the supervisor-rating -1 SD NEG2.,Relative to the subordinate ratings -1 SD NEG2.,Relative to the peer ratings -1 SD NEG2.,Coaching   -1 SD NEG2.
NEG2,Average,Relative to the general population Average NEG2.,Relative to the self-rating Average NEG2.,Relative to the supervisor-rating Average NEG2.,Relative to the subordinate ratings Average NEG2.,Relative to the peer ratings Average NEG2.,Coaching  Average NEG2.
NEG2,1SD_Positive,Relative to the general population +1 SD NEG2.,Relative to the self-rating +1 SD NEG2.,Relative to the supervisor-rating +1 SD NEG2.,Relative to the subordinate ratings +1 SD NEG2.,Relative to the peer ratings +1 SD NEG2.,Coaching   +1 SD NEG2.
NEG2,2SD_Positive,Relative to the general population +2 SD NEG2.,Relative to the self-rating +2 SD NEG2.,Relative to the supervisor-rating +2 SD NEG2.,Relative to the subordinate ratings +2 SD NEG2.,Relative to the peer ratings +2 SD NEG2.,Coaching   +2 SD NEG2.
NEG2,3SD_Positive,Relative to the general population +3 SD NEG2.,Relative to the self-rating +3 SD NEG2.,Relative to the supervisor-rating +3 SD NEG2.,Relative to the subordinate ratings +3 SD NEG2.,Relative to the peer ratings +3 SD NEG2.,Coaching   +3 SD NEG2.
NEG3,3SD_Negative,Relative to the general population -3 SD NEG3.,Relative to the self-rating -3 SD NEG3.,Relative to the supervisor-rating -3 SD NEG3.,Relative to the subordinate ratings -3 SD NEG3.,Relative to the peer ratings -3 SD NEG3.,Coaching   -3 SD NEG3.
NEG3,2SD_Negative,Relative to the general population -2 SD NEG3.,Relative to the self-rating -2 SD NEG3.,Relative to the supervisor-rating -2 SD NEG3.,Relative to the subordinate ratings -2 SD NEG3.,Relative to the peer ratings -2 SD NEG3.,Coaching   -2 SD NEG3.
NEG3,1SD_Negative,Relative to the general population -1 SD NEG3.,Relative to the self-rating -1 SD NEG3.,Relative to the supervisor-rating -1 SD NEG3.,Relative to the subordinate ratings -1 SD NEG3.,Relative to the peer ratings -1 SD NEG3.,Coaching   -1 SD NEG3.
NEG3,Average,Relative to the general population Average NEG3.,Relative to the self-rating Average NEG3.,Relative to the supervisor-rating Average NEG3.,Relative to the subordinate ratings Average NEG3.,Relative to the peer ratings Average NEG3.,Coaching  Average NEG3.
NEG3,1SD_Positive,Relative to the general population +1 SD NEG3.,Relative to the self-rating +1 SD NEG3.,Relative to the supervisor-rating +1 SD NEG3.,Relative to the subordinate ratings +1 SD NEG3.,Relative to the peer ratings +1 SD NEG3.,Coaching   +1 SD NEG3.
NEG3,2SD_Positive,Relative to the general population +2 SD NEG3.,Relative to the self-rating +2 SD NEG3.,Relative to the supervisor-rating +2 SD NEG3.,Relative to the subordinate ratings +2 SD NEG3.,Relative to the peer ratings +2 SD NEG3.,Coaching   +2 SD NEG3.
NEG3,3SD_Positive,Relative to the general population +3 SD NEG3.,Relative to the self-rating +3 SD NEG3.,Relative to the supervisor-rating +3 SD NEG3.,Relative to the subordinate ratings +3 SD NEG3.,Relative to the peer ratings +3 SD NEG3.,Coaching   +3 SD NEG3.
NEG4,3SD_Negative,Relative to the general population -3 SD NEG4.,Relative to the self-rating -3 SD NEG4.,Relative to the supervisor-rating -3 SD NEG4.,Relative to the subordinate ratings -3 SD NEG4.,Relative to the peer ratings -3 SD NEG4.,Coaching   -3 SD NEG4.
NEG4,2SD_Negative,Relative to the general population -2 SD NEG4.,Relative to the self-rating -2 SD NEG4.,Relative to the supervisor-rating -2 SD NEG4.,Relative to the subordinate ratings -2 SD NEG4.,Relative to the peer ratings -2 SD NEG4.,Coaching   -2 SD NEG4.
NEG4,1SD_Negative,Relative to the general population -1 SD NEG4.,Relative to the self-rating -1 SD NEG4.,Relative to the supervisor-rating -1 SD NEG4.,Relative to the subordinate ratings -1 SD NEG4.,Relative to the peer ratings -1 SD NEG4.,Coaching   -1 SD NEG4.
NEG4,Average,Relative to the general population Average NEG4.,Relative to the self-rating Average NEG4.,Relative to the supervisor-rating Average NEG4.,Relative to the subordinate ratings Average NEG4.,Relative to the peer ratings Average NEG4.,Coaching  Average NEG4.
NEG4,1SD_Positive,Relative to the general population +1 SD NEG4.,Relative to the self-rating +1 SD NEG4.,Relative to the supervisor-rating +1 SD NEG4.,Relative to the subordinate ratings +1 SD NEG4.,Relative to the peer ratings +1 SD NEG4.,Coaching   +1 SD NEG4.
NEG4,2SD_Positive,Relative to the general population +2 SD NEG4.,Relative to the self-rating +2 SD NEG4.,Relative to the supervisor-rating +2 SD NEG4.,Relative to the subordinate ratings +2 SD NEG4.,Relative to the peer ratings +2 SD NEG4.,Coaching   +2 SD NEG4.
NEG4,3SD_Positive,Relative to the general population +3 SD NEG4.,Relative to the self-rating +3 SD NEG4.,Relative to the supervisor-rating +3 SD NEG4.,Relative to the subordinate ratings +3 SD NEG4.,Relative to the peer ratings +3 SD NEG4.,Coaching   +3 SD NEG4.
NEG5,3SD_Negative,Relative to the general population -3 SD NEG5.,Relative to the self-rating -3 SD NEG5.,Relative to the supervisor-rating -3 SD NEG5.,Relative to the subordinate ratings -3 SD NEG5.,Relative to the peer ratings -3 SD NEG5.,Coaching   -3 SD NEG5.
NEG5,2SD_Negative,Relative to the general population -2 SD NEG5.,Relative to the self-rating -2 SD NEG5.,Relative to the supervisor-rating -2 SD NEG5.,Relative to the subordinate ratings -2 SD NEG5.,Relative to the peer ratings -2 SD NEG5.,Coaching   -2 SD NEG5.
NEG5,1SD_Negative,Relative to the general population -1 SD NEG5.,Relative to the self-rating -1 SD NEG5.,Relative to the supervisor-rating -1 SD NEG5.,Relative to the subordinate ratings -1 SD NEG5.,Relative to the peer ratings -1 SD NEG5.,Coaching   -1 SD NEG5.
NEG5,Average,Relative to the general population Average NEG5.,Relative to the self-rating Average NEG5.,Relative to the supervisor-rating Average NEG5.,Relative to the subordinate ratings Average NEG5.,Relative to the peer ratings Average NEG5.,Coaching  Average NEG5.
NEG5,1SD_Positive,Relative to the general population +1 SD NEG5.,Relative to the self-rating +1 SD NEG5.,Relative to the supervisor-rating +1 SD NEG5.,Relative to the subordinate ratings +1 SD NEG5.,Relative to the peer ratings +1 SD NEG5.,Coaching   +1 SD NEG5.
NEG5,2SD_Positive,Relative to the general population +2 SD NEG5.,Relative to the self-rating +2 SD NEG5.,Relative to the supervisor-rating +2 SD NEG5.,Relative to the subordinate ratings +2 SD NEG5.,Relative to the peer ratings +2 SD NEG5.,Coaching   +2 SD NEG5.
NEG5,3SD_Positive,Relative to the general population +3 SD NEG5.,Relative to the self-rating +3 SD NEG5.,Relative to the supervisor-rating +3 SD NEG5.,Relative to the subordinate ratings +3 SD NEG5.,Relative to the peer ratings +3 SD NEG5.,Coaching   +3 SD NEG5.
OPFP1,3SD_Negative,Relative to the general population -3 SD OPFP1.,Relative to the self-rating -3 SD OPFP1.,Relative to the supervisor-rating -3 SD OPFP1.,Relative to the subordinate ratings -3 SD OPFP1.,Relative to the peer ratings -3 SD OPFP1.,Coaching   -3 SD OPFP1.
OPFP1,2SD_Negative,Relative to the general population -2 SD OPFP1.,Relative to the self-rating -2 SD OPFP1.,Relative to the supervisor-rating -2 SD OPFP1.,Relative to the subordinate ratings -2 SD OPFP1.,Relative to the peer ratings -2 SD OPFP1.,Coaching   -2 SD OPFP1.
OPFP1,1SD_Negative,Relative to the general population -1 SD OPFP1.,Relative to the self-rating -1 SD OPFP1.,Relative to the supervisor-rating -1 SD OPFP1.,Relative to the subordinate ratings -1 SD OPFP1.,Relative to the peer ratings -1 SD OPFP1.,Coaching   -1 SD OPFP1.
OPFP1,Average,Relative to the general population Average OPFP1.,Relative to the self-rating Average OPFP1.,Relative to the supervisor-rating Average OPFP1.,Relative to the subordinate ratings Average OPFP1.,Relative to the peer ratings Average OPFP1.,Coaching  Average OPFP1.
OPFP1,1SD_Positive,Relative to the general population +1 SD OPFP1.,Relative to the self-rating +1 SD OPFP1.,Relative to the supervisor-rating +1 SD OPFP1.,Relative to the subordinate ratings +1 SD OPFP1.,Relative to the peer ratings +1 SD OPFP1.,Coaching   +1 SD OPFP1.
OPFP1,2SD_Positive,Relative to the general population +2 SD OPFP1.,Relative to the self-rating +2 SD OPFP1.,Relative to the supervisor-rating +2 SD OPFP1.,Relative to the subordinate ratings +2 SD OPFP1.,Relative to the peer ratings +2 SD OPFP1.,Coaching   +2 SD OPFP1.
OPFP1,3SD_Positive,Relative to the general population +3 SD OPFP1.,Relative to the self-rating +3 SD OPFP1.,Relative to the supervisor-rating +3 SD OPFP1.,Relative to the subordinate ratings +3 SD OPFP1.,Relative to the peer ratings +3 SD OPFP1.,Coaching   +3 SD OPFP1.
OPFP2,3SD_Negative,Relative to the general population -3 SD OPFP2.,Relative to the self-rating -3 SD OPFP2.,Relative to the supervisor-rating -3 SD OPFP2.,Relative to the subordinate ratings -3 SD OPFP2.,Relative to the peer ratings -3 SD OPFP2.,Coaching   -3 SD OPFP2.
OPFP2,2SD_Negative,Relative to the general population -2 SD OPFP2.,Relative to the self-rating -2 SD OPFP2.,Relative to the supervisor-rating -2 SD OPFP2.,Relative to the subordinate ratings -2 SD OPFP2.,Relative to the peer ratings -2 SD OPFP2.,Coaching   -2 SD OPFP2.
OPFP2,1SD_Negative,Relative to the general population -1 SD OPFP2.,Relative to the self-rating -1 SD OPFP2.,Relative to the supervisor-rating -1 SD OPFP2.,Relative to the subordinate ratings -1 SD OPFP2.,Relative to the peer ratings -1 SD OPFP2.,Coaching   -1 SD OPFP2.
OPFP2,Average,Relative to the general population Average OPFP2.,Relative to the self-rating Average OPFP2.,Relative to the supervisor-rating Average OPFP2.,Relative to the subordinate ratings Average OPFP2.,Relative to the peer ratings Average OPFP2.,Coaching  Average OPFP2.
OPFP2,1SD_Positive,Relative to the general population +1 SD OPFP2.,Relative to the self-rating +1 SD OPFP2.,Relative to the supervisor-rating +1 SD OPFP2.,Relative to the subordinate ratings +1 SD OPFP2.,Relative to the peer ratings +1 SD OPFP2.,Coaching   +1 SD OPFP2.
OPFP2,2SD_Positive,Relative to the general population +2 SD OPFP2.,Relative to the self-rating +2 SD OPFP2.,Relative to the supervisor-rating +2 SD OPFP2.,Relative to the subordinate ratings +2 SD OPFP2.,Relative to the peer ratings +2 SD OPFP2.,Coaching   +2 SD OPFP2.
OPFP2,3SD_Positive,Relative to the general population +3 SD OPFP2.,Relative to the self-rating +3 SD OPFP2.,Relative to the supervisor-rating +3 SD OPFP2.,Relative to the subordinate ratings +3 SD OPFP2.,Relative to the peer ratings +3 SD OPFP2.,Coaching   +3 SD OPFP2.
OPFP3,3SD_Negative,Relative to the general population -3 SD OPFP3.,Relative to the self-rating -3 SD OPFP3.,Relative to the supervisor-rating -3 SD OPFP3.,Relative to the subordinate ratings -3 SD OPFP3.,Relative to the peer ratings -3 SD OPFP3.,Coaching   -3 SD OPFP3.
OPFP3,2SD_Negative,Relative to the general population -2 SD OPFP3.,Relative to the self-rating -2 SD OPFP3.,Relative to the supervisor-rating -2 SD OPFP3.,Relative to the subordinate ratings -2 SD OPFP3.,Relative to the peer ratings -2 SD OPFP3.,Coaching   -2 SD OPFP3.
OPFP3,1SD_Negative,Relative to the general population -1 SD OPFP3.,Relative to the self-rating -1 SD OPFP3.,Relative to the supervisor-rating -1 SD OPFP3.,Relative to the subordinate ratings -1 SD OPFP3.,Relative to the peer ratings -1 SD OPFP3.,Coaching   -1 SD OPFP3.
OPFP3,Average,Relative to the general population Average OPFP3.,Relative to the self-rating Average OPFP3.,Relative to the supervisor-rating Average OPFP3.,Relative to the subordinate ratings Average OPFP3.,Relative to the peer ratings Average OPFP3.,Coaching  Average OPFP3.
OPFP3,1SD_Positive,Relative to the general population +1 SD OPFP3.,Relative to the self-rating +1 SD OPFP3.,Relative to the supervisor-rating +1 SD OPFP3.,Relative to the subordinate ratings +1 SD OPFP3.,Relative to the peer ratings +1 SD OPFP3.,Coaching   +1 SD OPFP3.
OPFP3,2SD_Positive,Relative to the general population +2 SD OPFP3.,Relative to the self-rating +2 SD OPFP3.,Relative to the supervisor-rating +2 SD OPFP3.,Relative to the subordinate ratings +2 SD OPFP3.,Relative to the peer ratings +2 SD OPFP3.,Coaching   +2 SD OPFP3.
OPFP3,3SD_Positive,Relative to the general population +3 SD OPFP3.,Relative to the self-rating +3 SD OPFP3.,Relative to the supervisor-rating +3 SD OPFP3.,Relative to the subordinate ratings +3 SD OPFP3.,Relative to the peer ratings +3 SD OPFP3.,Coaching   +3 SD OPFP3.
OPFP4,3SD_Negative,Relative to the general population -3 SD OPFP4.,Relative to the self-rating -3 SD OPFP4.,Relative to the supervisor-rating -3 SD OPFP4.,Relative to the subordinate ratings -3 SD OPFP4.,Relative to the peer ratings -3 SD OPFP4.,Coaching   -3 SD OPFP4.
OPFP4,2SD_Negative,Relative to the general population -2 SD OPFP4.,Relative to the self-rating -2 SD OPFP4.,Relative to the supervisor-rating -2 SD OPFP4.,Relative to the subordinate ratings -2 SD OPFP4.,Relative to the peer ratings -2 SD OPFP4.,Coaching   -2 SD OPFP4.
